,Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,topic,cosponsor_ids
2321,H.R. 5612,https://www.congress.gov/bill/119th-congress/house-bill/5612,119th Congress (2025-2026),Cost-of-Living Fairness Act,"Tlaib, Rashida [Rep.-D-MI-12]",2025-09-26,House - Oversight and Government Reform,Referred to the House Committee on Oversight and Government Reform.,2025-09-26,12,housing,"['D000216', 'N000147', 'J000309', 'B001300', 'M001237', 'M001229', 'T000488', 'E000299', 'W000822', 'R000617', 'C001127', 'H001066']"
2322,H.R. 5611,https://www.congress.gov/bill/119th-congress/house-bill/5611,119th Congress (2025-2026),Mental Health Care Provider Retention Act of 2025,"Thanedar, Shri [Rep.-D-MI-13]",2025-09-26,"House - Armed Services, Veterans' Affairs",Referred to the Subcommittee on Health.,2025-10-15,0,public_safety,[]
2323,H.R. 5610,https://www.congress.gov/bill/119th-congress/house-bill/5610,119th Congress (2025-2026),Improving Drought Monitoring Act,"Taylor, David J. [Rep.-R-OH-2]",2025-09-26,House - Agriculture,Referred to the House Committee on Agriculture.,2025-09-26,0,environment,[]
2324,H.R. 5609,https://www.congress.gov/bill/119th-congress/house-bill/5609,119th Congress (2025-2026),Stop RFK’s BS Act,"Stevens, Haley M. [Rep.-D-MI-11]",2025-09-26,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-26,1,housing,['L000582']
2325,H.R. 5608,https://www.congress.gov/bill/119th-congress/house-bill/5608,119th Congress (2025-2026),To ensure that Write Your Own companies can sell private flood insurance products that compete with National Flood Insurance Program products.,"Steube, W. Gregory [Rep.-R-FL-17]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,2,healthcare,"['P000622', 'E000235']"
2326,H.R. 5607,https://www.congress.gov/bill/119th-congress/house-bill/5607,119th Congress (2025-2026),Flood Insurance Transparency Act of 2025,"Steube, W. Gregory [Rep.-R-FL-17]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,2,public_safety,"['P000622', 'C001125']"
2327,H.R. 5606,https://www.congress.gov/bill/119th-congress/house-bill/5606,119th Congress (2025-2026),Return to PEACE Act,"Self, Keith [Rep.-R-TX-3]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,2,public_safety,"['O000175', 'S001196']"
2328,H.R. 5605,https://www.congress.gov/bill/119th-congress/house-bill/5605,119th Congress (2025-2026),Medical Device Nonvisual Accessibility Act of 2025,"Schakowsky, Janice D. [Rep.-D-IL-9]",2025-09-26,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-26,15,healthcare,"['B001298', 'B000490', 'C001117', 'F000466', 'G000586', 'N000147', 'P000613', 'P000607', 'Q000023', 'R000609', 'S000250', 'S000510', 'H001081', 'C001119', 'L000562', 'R000305', 'W000831']"
2329,H.R. 5604,https://www.congress.gov/bill/119th-congress/house-bill/5604,119th Congress (2025-2026),National Guard Proper Use Act,"Salinas, Andrea [Rep.-D-OR-6]",2025-09-26,House - Armed Services,Referred to the House Committee on Armed Services.,2025-09-26,31,veterans,"['T000487', 'N000147', 'B001326', 'B001278', 'D000635', 'H001094', 'B001324', 'D000399', 'M001225', 'D000096', 'M001229', 'C001131', 'W000822', 'M001238', 'H001068', 'T000481', 'A000381', 'S001145', 'V000081', 'J000288', 'L000397', 'G000587', 'D000530', 'G000606', 'K000385', 'P000620', 'H001081', 'R000621', 'C001066', 'D000197', 'L000606']"
2330,H.R. 5603,https://www.congress.gov/bill/119th-congress/house-bill/5603,119th Congress (2025-2026),Emergency Responder Protection Act,"Randall, Emily [Rep.-D-WA-6]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,14,public_safety,"['G000587', 'N000147', 'K000385', 'D000617', 'C001123', 'T000481', 'H001068', 'L000397', 'G000598', 'S001226', 'B001278', 'S000344', 'S000510', 'L000606']"
2331,H.R. 5602,https://www.congress.gov/bill/119th-congress/house-bill/5602,119th Congress (2025-2026),LAUNCH Act,"Pfluger, August [Rep.-R-TX-11]",2025-09-26,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",2025-09-26,1,public_safety,['W000830']
2332,H.R. 5601,https://www.congress.gov/bill/119th-congress/house-bill/5601,119th Congress (2025-2026),Faith in Housing Act of 2025,"Peters, Scott H. [Rep.-D-CA-50]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,1,housing,['E000246']
2333,H.R. 5600,https://www.congress.gov/bill/119th-congress/house-bill/5600,119th Congress (2025-2026),SPEED and Reliability Act of 2025,"Peters, Scott H. [Rep.-D-CA-50]",2025-09-26,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-26,1,infrastructure,['B001282']
2334,H.R. 5599,https://www.congress.gov/bill/119th-congress/house-bill/5599,119th Congress (2025-2026),"To prohibit the removal of Federal employees during any lapse in discretionary appropriations, and for other purposes.","Olszewski, Johnny [Rep.-D-MD-2]",2025-09-26,House - Oversight and Government Reform,Referred to the House Committee on Oversight and Government Reform.,2025-09-26,73,public_safety,"['P000620', 'B001281', 'C001072', 'C001123', 'C001119', 'E000301', 'F000483', 'G000581', 'H000874', 'J000309', 'L000590', 'M000687', 'M001196', 'N000147', 'R000621', 'S001226', 'S001218', 'W000831', 'W000830', 'B001300', 'C001061', 'G000599', 'H001066', 'L000602', 'L000582', 'M001143', 'M000312', 'M001229', 'O000172', 'R000599', 'T000468', 'T000481', 'T000474', 'P000597', 'K000402', 'D000635', 'S001221', 'D000631', 'E000299', 'N000188', 'M001232', 'L000601', 'G000586', 'R000617', 'R000606', 'L000562', 'N000002', 'G000598', 'G000559', 'B001287', 'T000487', 'P000613', 'A000381', 'A000380', 'S001190', 'M001214', 'S001230', 'B001313', 'E000296', 'C001130', 'T000469', 'V000138', 'R000620', 'S001200', 'T000482', 'B001324', 'J000298', 'H001094', 'A000370', 'F000462', 'I000058', 'H001081', 'C001080']"
2335,H.R. 5598,https://www.congress.gov/bill/119th-congress/house-bill/5598,119th Congress (2025-2026),Revitalizing Rural Communities Act of 2025,"Nunn, Zachary [Rep.-R-IA-3]",2025-09-26,House - Agriculture,Referred to the House Committee on Agriculture.,2025-09-26,5,rural,"['D000230', 'V000138', 'N000191', 'M001237', 'G000583']"
2336,H.R. 5597,https://www.congress.gov/bill/119th-congress/house-bill/5597,119th Congress (2025-2026),BECCS Advancement Commission Act of 2025,"Moore, Blake D. [Rep.-R-UT-1]",2025-09-26,"House - Energy and Commerce, Science, Space, and Technology, Agriculture, Natural Resources","Referred to the Committee on Energy and Commerce, and in addition to the Committees on Science, Space, and Technology, Agriculture, and Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-26,2,public_safety,"['C001059', 'F000474']"
2337,H.R. 5596,https://www.congress.gov/bill/119th-congress/house-bill/5596,119th Congress (2025-2026),FARMS Act,"Moolenaar, John R. [Rep.-R-MI-2]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,12,environment,"['T000478', 'T000467', 'S001196', 'F000469', 'G000594', 'G000591', 'N000190', 'A000055', 'H001058', 'B001307', 'B001301', 'N000193']"
2338,H.R. 5595,https://www.congress.gov/bill/119th-congress/house-bill/5595,119th Congress (2025-2026),Requiring Excise for Migrant Income Transfers Act” or the “REMIT Act.,"McGuire, John J. [Rep.-R-VA-5]",2025-09-26,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-26,1,housing,['R000619']
2339,H.R. 5594,https://www.congress.gov/bill/119th-congress/house-bill/5594,119th Congress (2025-2026),Protect Your PIN Act of 2025,"McDonald Rivet, Kristen [Rep.-D-MI-8]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,9,public_safety,"['F000466', 'R000622', 'C001133', 'B001298', 'R000609', 'B001260', 'S001225', 'L000599', 'B001327']"
2340,H.R. 5593,https://www.congress.gov/bill/119th-congress/house-bill/5593,119th Congress (2025-2026),"To amend title 38, United States Code, to include eyeglass lens fittings in the category of medical services authorized to be furnished to veterans under the Veterans Community Care Program, and for other purposes.","Maloy, Celeste [Rep.-R-UT-2]",2025-09-26,House - Veterans' Affairs,Referred to the Subcommittee on Health.,2025-12-19,7,veterans,"['V000135', 'M001215', 'O000086', 'M001210', 'H001090', 'K000404', 'M001213']"
2341,H.R. 5592,https://www.congress.gov/bill/119th-congress/house-bill/5592,119th Congress (2025-2026),Childhood Genital Mutilation Prevention Act,"Mace, Nancy [Rep.-R-SC-1]",2025-09-26,"House - Energy and Commerce, Judiciary, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committees on the Judiciary, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-26,4,education,"['B001309', 'W000814', 'B000825', 'G000565']"
2342,H.R. 5591,https://www.congress.gov/bill/119th-congress/house-bill/5591,119th Congress (2025-2026),RESIDE Act,"Liccardo, Sam T. [Rep.-D-CA-16]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,4,housing,"['S000168', 'O000176', 'F000466', 'S001225']"
2343,H.R. 5590,https://www.congress.gov/bill/119th-congress/house-bill/5590,119th Congress (2025-2026),SWAT Act,"Lawler, Michael [Rep.-R-NY-17]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,1,public_safety,['B001298']
2344,H.R. 5589,https://www.congress.gov/bill/119th-congress/house-bill/5589,119th Congress (2025-2026),"To name the Department of Veterans Affairs clinic located in Riverhead, New York, as the ""Private First Class Garfield M. Langhorn VA Clinic"", and for other purposes.","LaLota, Nick [Rep.-R-NY-1]",2025-09-26,House - Veterans' Affairs,Referred to the Subcommittee on Health.,2025-10-15,5,veterans,"['L000599', 'T000478', 'S001201', 'M000317', 'S001196']"
2345,H.R. 5588,https://www.congress.gov/bill/119th-congress/house-bill/5588,119th Congress (2025-2026),"To designate the facility of the United States Postal Service located at 170 Main Street in Westhampton Beach, New York, as the ""Jolly 51 Memorial Post Office Building"".","LaLota, Nick [Rep.-R-NY-1]",2025-09-26,House - Oversight and Government Reform,Referred to the House Committee on Oversight and Government Reform.,2025-09-26,6,housing,"['L000599', 'T000478', 'S001201', 'S001196', 'M000317', 'L000606', 'K000402', 'R000622']"
2346,H.R. 5587,https://www.congress.gov/bill/119th-congress/house-bill/5587,119th Congress (2025-2026),HEATS Act,"Kim, Young [Rep.-R-CA-40]",2025-09-26,House - Natural Resources,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 23 - 15.,2026-03-05,2,public_safety,"['G000605', 'B001323']"
2347,H.R. 5586,https://www.congress.gov/bill/119th-congress/house-bill/5586,119th Congress (2025-2026),TRICARE Transition Transparency Act of 2025,"Kiggans, Jennifer A. [Rep.-R-VA-2]",2025-09-26,House - Armed Services,Referred to the House Committee on Armed Services.,2025-09-26,13,environment,"['R000579', 'W000804', 'G000604', 'E000071', 'M001218', 'C001121', 'C001069', 'D000230', 'V000138', 'H001085', 'B001324', 'T000491', 'V000136']"
2348,H.R. 5585,https://www.congress.gov/bill/119th-congress/house-bill/5585,119th Congress (2025-2026),Equal Detention Standards Act of 2025,"Kennedy, Mike [Rep.-R-UT-3]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,0,public_safety,[]
2349,H.R. 5584,https://www.congress.gov/bill/119th-congress/house-bill/5584,119th Congress (2025-2026),LIFT AI Act,"Kean, Thomas H. [Rep.-R-NJ-7]",2025-09-26,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",2025-09-26,7,public_safety,"['A000380', 'G000602', 'V000138', 'G000583', 'P000620', 'L000593', 'T000491']"
2350,H.R. 5583,https://www.congress.gov/bill/119th-congress/house-bill/5583,119th Congress (2025-2026),Promoting Permanency Through Kinship Families Act,"Kamlager-Dove, Sydney [Rep.-D-CA-37]",2025-09-26,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-26,2,rural,"['M001160', 'S001205']"
2351,H.R. 5582,https://www.congress.gov/bill/119th-congress/house-bill/5582,119th Congress (2025-2026),Patients Deserve Price Tags Act,"James, John [Rep.-R-MI-10]",2025-09-26,"House - Energy and Commerce, Education and Workforce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and Workforce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-26,10,healthcare,"['G000604', 'K000399', 'D000230', 'O000086', 'V000138', 'C000059', 'V000136', 'F000469', 'W000814', 'S000929']"
2352,H.R. 5581,https://www.congress.gov/bill/119th-congress/house-bill/5581,119th Congress (2025-2026),Uniform Standards Protection Act of 2025,"Higgins, Clay [Rep.-R-LA-3]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,5,public_safety,"['H001096', 'D000616', 'S001212', 'A000379', 'D000626']"
2353,H.R. 5580,https://www.congress.gov/bill/119th-congress/house-bill/5580,119th Congress (2025-2026),Charlie Kirk Commemorative Coin Act,"Hamadeh, Abraham J. [Rep.-R-AZ-8]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,25,Other,"['P000048', 'T000480', 'L000596', 'J000304', 'B001298', 'C001129', 'C001103', 'H001096', 'M001239', 'R000619', 'B001301', 'H001093', 'P000622', 'H001086', 'F000474', 'M001240', 'M001224', 'B000825', 'M001216', 'S001224', 'B001302', 'D000032', 'G000565', 'C001132', 'C001133']"
2354,H.R. 5579,https://www.congress.gov/bill/119th-congress/house-bill/5579,119th Congress (2025-2026),ETA Act of 2025,"Gottheimer, Josh [Rep.-D-NJ-5]",2025-09-26,House - Transportation and Infrastructure,Referred to the Subcommittee on Aviation.,2025-12-01,0,public_safety,[]
2355,H.R. 5578,https://www.congress.gov/bill/119th-congress/house-bill/5578,119th Congress (2025-2026),Expanding Whistleblower Protections for Contractors Act of 2025,"Garcia, Robert [Rep.-D-CA-42]",2025-09-26,"House - Oversight and Government Reform, Armed Services",Ordered to be Reported (Amended) by the Yeas and Nays: 44 - 0.,2025-12-02,1,public_safety,['C001108']
2356,H.R. 5577,https://www.congress.gov/bill/119th-congress/house-bill/5577,119th Congress (2025-2026),NFIP Extension Act of 2026,"Garbarino, Andrew R. [Rep.-R-NY-2]",2025-09-26,House - Financial Services,"Placed on the Union Calendar, Calendar No. 391.",2026-01-15,6,public_safety,"['C001103', 'V000133', 'L000599', 'M001217', 'L000598', 'G000583']"
2357,H.R. 5576,https://www.congress.gov/bill/119th-congress/house-bill/5576,119th Congress (2025-2026),Enhancing Geothermal Production on Federal Lands Act,"Fulcher, Russ [Rep.-R-ID-1]",2025-09-26,House - Natural Resources,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 21 - 16.,2026-03-05,3,environment,"['M001228', 'K000403', 'B001323']"
2358,H.R. 5575,https://www.congress.gov/bill/119th-congress/house-bill/5575,119th Congress (2025-2026),FASTER Act,"Frankel, Lois [Rep.-D-FL-22]",2025-09-26,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",2025-09-26,7,public_safety,"['C001133', 'M001223', 'N000147', 'T000467', 'H001090', 'M001232', 'F000466']"
2359,H.R. 5574,https://www.congress.gov/bill/119th-congress/house-bill/5574,119th Congress (2025-2026),"To extend the National Flood Insurance Program through November 21, 2025.","Ezell, Mike [Rep.-R-MS-4]",2025-09-26,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-26,9,public_safety,"['C001125', 'F000468', 'H001077', 'M001212', 'T000468', 'M001225', 'M001219', 'P000622', 'W000814']"
2360,H.R. 5573,https://www.congress.gov/bill/119th-congress/house-bill/5573,119th Congress (2025-2026),Combatting Fentanyl Poisonings Act of 2025,"Evans, Gabe [Rep.-R-CO-8]",2025-09-26,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-26,11,healthcare,"['G000605', 'B000825', 'C001137', 'R000612', 'G000591', 'V000138', 'R000622', 'T000491', 'M001241', 'G000602', 'D000616']"
2361,H.R. 5572,https://www.congress.gov/bill/119th-congress/house-bill/5572,119th Congress (2025-2026),Help FEDS Act,"Elfreth, Sarah [Rep.-D-MD-3]",2025-09-26,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-26,37,public_safety,"['A000381', 'B001324', 'B001292', 'C001061', 'D000635', 'H000874', 'I000058', 'N000147', 'O000176', 'R000621', 'S001230', 'W000831', 'T000481', 'W000830', 'D000096', 'E000297', 'L000397', 'M001232', 'R000606', 'T000488', 'T000487', 'V000138', 'H001066', 'S001190', 'H001068', 'M001238', 'G000583', 'S001193', 'L000601', 'C001125', 'E000296', 'S001200', 'P000607', 'C001055', 'J000298', 'C001080', 'K000375']"
2362,H.R. 5571,https://www.congress.gov/bill/119th-congress/house-bill/5571,119th Congress (2025-2026),Expanding Seniors’ Access to PFAS Testing Act,"Dingell, Debbie [Rep.-D-MI-6]",2025-09-26,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-26,2,housing,"['F000466', 'M001237']"
2363,H.R. 5570,https://www.congress.gov/bill/119th-congress/house-bill/5570,119th Congress (2025-2026),Rail Passenger Fairness Act,"Deluzio, Christopher R. [Rep.-D-PA-17]",2025-09-26,"House - Transportation and Infrastructure, Judiciary","Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",2025-12-01,2,public_safety,"['B001296', 'M001229']"
2364,H.R. 5569,https://www.congress.gov/bill/119th-congress/house-bill/5569,119th Congress (2025-2026),PILOT Act,"Crow, Jason [Rep.-D-CO-6]",2025-09-26,House - Armed Services,Referred to the House Committee on Armed Services.,2025-09-26,1,public_safety,['L000603']
2365,H.R. 5568,https://www.congress.gov/bill/119th-congress/house-bill/5568,119th Congress (2025-2026),Funding Small Businesses During Shutdown Act,"Conaway, Herbert C. [Rep.-D-NJ-3]",2025-09-26,House - Appropriations,Referred to the House Committee on Appropriations.,2025-09-26,10,housing,"['S001231', 'C001091', 'M001234', 'O000176', 'L000601', 'H001066', 'M001238', 'B001324', 'C001080', 'S001221']"
2366,H.R. 5567,https://www.congress.gov/bill/119th-congress/house-bill/5567,119th Congress (2025-2026),Affordable Housing for Our Troops Act,"Cisneros, Gilbert Ray [Rep.-D-CA-31]",2025-09-26,House - Armed Services,Referred to the House Committee on Armed Services.,2025-09-26,0,housing,[]
2367,H.R. 5566,https://www.congress.gov/bill/119th-congress/house-bill/5566,119th Congress (2025-2026),Water Infrastructure Resilience and Sustainability Act,"Carbajal, Salud O. [Rep.-D-CA-24]",2025-09-26,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,2025-12-01,6,infrastructure,"['V000129', 'C001125', 'M001199', 'V000133', 'F000466', 'E000300']"
2368,H.R. 5565,https://www.congress.gov/bill/119th-congress/house-bill/5565,119th Congress (2025-2026),Make Federal Architecture Beautiful Again Act,"Burchett, Tim [Rep.-R-TN-2]",2025-09-26,House - Transportation and Infrastructure,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",2025-12-01,0,housing,[]
2369,H.R. 5564,https://www.congress.gov/bill/119th-congress/house-bill/5564,119th Congress (2025-2026),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act to provide for improved coordination between the Administrator of the Environmental Protection Agency and the Secretary of Agriculture, and for other purposes.","Arrington, Jodey C. [Rep.-R-TX-19]",2025-09-26,House - Agriculture,Referred to the House Committee on Agriculture.,2025-09-26,1,environment,['A000379']
2370,H.R. 5563,https://www.congress.gov/bill/119th-congress/house-bill/5563,119th Congress (2025-2026),DRIVE-SAFE Act,"Crawford, Eric A. ""Rick"" [Rep.-R-AR-1]",2025-09-26,House - Transportation and Infrastructure,Referred to the Subcommittee on Highways and Transit.,2025-12-01,26,public_safety,"['G000592', 'W000821', 'C001112', 'L000585', 'G000600', 'H001091', 'E000298', 'B001295', 'H001052', 'M000871', 'B001306', 'G000581', 'H001101', 'G000591', 'L000583', 'C001119', 'L000566', 'M001212', 'F000471', 'V000134', 'G000558', 'W000809', 'T000490', 'R000395', 'T000480', 'E000235']"
2371,H.R. 5562,https://www.congress.gov/bill/119th-congress/house-bill/5562,119th Congress (2025-2026),Tropical Plant Health Initiative Act,"Tokuda, Jill N. [Rep.-D-HI-2]",2025-09-23,House - Agriculture,Referred to the House Committee on Agriculture.,2025-09-23,3,environment,"['C001055', 'M001219', 'H001103']"
2372,H.R. 5561,https://www.congress.gov/bill/119th-congress/house-bill/5561,119th Congress (2025-2026),Picket Line Protection Act of 2025,"Thanedar, Shri [Rep.-D-MI-13]",2025-09-23,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-23,0,public_safety,[]
2373,H.R. 5560,https://www.congress.gov/bill/119th-congress/house-bill/5560,119th Congress (2025-2026),Statutes of Limitation for Child Sexual Abuse Reform Act,"Subramanyam, Suhas [Rep.-D-VA-10]",2025-09-23,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-23,2,public_safety,"['S000168', 'F000466', 'B000825']"
2374,H.R. 5559,https://www.congress.gov/bill/119th-congress/house-bill/5559,119th Congress (2025-2026),Investments in Innovation Act of 2025,"Strickland, Marilyn [Rep.-D-WA-10]",2025-09-23,House - Small Business,Referred to the House Committee on Small Business.,2025-09-23,1,environment,['S000510']
2375,H.R. 5558,https://www.congress.gov/bill/119th-congress/house-bill/5558,119th Congress (2025-2026),Improving Child Care for Working Families Act of 2025,"Schrier, Kim [Rep.-D-WA-8]",2025-09-23,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-23,7,housing,"['F000466', 'N000147', 'T000488', 'M001223', 'G000599', 'C001072', 'L000606']"
2376,H.R. 5557,https://www.congress.gov/bill/119th-congress/house-bill/5557,119th Congress (2025-2026),Mental Health Services for Students Act of 2025,"Salinas, Andrea [Rep.-D-OR-6]",2025-09-23,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-23,64,healthcare,"['F000466', 'B001300', 'B001278', 'B001285', 'B001315', 'C001126', 'C001067', 'C001068', 'C001119', 'D000631', 'D000617', 'D000399', 'F000462', 'F000476', 'G000598', 'H001090', 'J000309', 'M001223', 'M001143', 'M001226', 'M001196', 'M001214', 'M001225', 'N000147', 'P000614', 'P000597', 'P000607', 'R000617', 'R000579', 'T000468', 'T000487', 'T000486', 'S001205', 'S001221', 'S001190', 'S001225', 'U000040', 'E000296', 'H001085', 'T000481', 'P000608', 'M001163', 'B001298', 'G000583', 'D000629', 'I000058', 'M000312', 'K000389', 'M001160', 'S001207', 'W000822', 'F000468', 'T000472', 'C001112', 'C001080', 'P000620', 'T000488', 'T000482', 'S001215', 'G000559', 'S001200', 'L000562', 'V000136', 'K000375']"
2377,H.R. 5556,https://www.congress.gov/bill/119th-congress/house-bill/5556,119th Congress (2025-2026),Flight Refund Fairness Act,"Salazar, Maria Elvira [Rep.-R-FL-27]",2025-09-23,House - Transportation and Infrastructure,Referred to the Subcommittee on Aviation.,2025-09-24,9,public_safety,"['A000379', 'T000468', 'W000806', 'P000613', 'V000134', 'C001061', 'V000138', 'T000491', 'V000135']"
2378,H.R. 5555,https://www.congress.gov/bill/119th-congress/house-bill/5555,119th Congress (2025-2026),Monterey Bay National Heritage Area Study Act,"Panetta, Jimmy [Rep.-D-CA-19]",2025-09-23,House - Natural Resources,Referred to the Subcommittee on Federal Lands.,2026-03-11,5,environment,"['M001225', 'C001112', 'L000397', 'L000607', 'G000559']"
2379,H.R. 5554,https://www.congress.gov/bill/119th-congress/house-bill/5554,119th Congress (2025-2026),Stand Strong for Medicare Act of 2025,"Magaziner, Seth [Rep.-D-RI-2]",2025-09-23,"House - Energy and Commerce, Ways and Means, Budget","Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-23,0,healthcare,[]
2380,H.R. 5553,https://www.congress.gov/bill/119th-congress/house-bill/5553,119th Congress (2025-2026),CTE Student Mental Health and Wellness Act,"Langworthy, Nicholas A. [Rep.-R-NY-23]",2025-09-23,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-23,2,healthcare,"['T000467', 'B001278']"
2381,H.R. 5552,https://www.congress.gov/bill/119th-congress/house-bill/5552,119th Congress (2025-2026),Eliminate Shutdowns Act,"Johnson, Dusty [Rep.-R-SD-At Large]",2025-09-23,"House - Appropriations, Budget","Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-23,12,public_safety,"['S001213', 'M001215', 'N000193', 'C001103', 'B001321', 'E000246', 'L000599', 'M001216', 'D000626', 'S001228', 'K000403', 'G000576']"
2382,H.R. 5551,https://www.congress.gov/bill/119th-congress/house-bill/5551,119th Congress (2025-2026),Balanced Agricultural Support and Efficiency Act,"Johnson, Dusty [Rep.-R-SD-At Large]",2025-09-23,House - Agriculture,Referred to the House Committee on Agriculture.,2025-09-23,1,environment,['B001315']
2383,H.R. 5550,https://www.congress.gov/bill/119th-congress/house-bill/5550,119th Congress (2025-2026),Lower Internet Costs Act,"Harder, Josh [Rep.-D-CA-9]",2025-09-23,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-23,0,healthcare,[]
2384,H.R. 5549,https://www.congress.gov/bill/119th-congress/house-bill/5549,119th Congress (2025-2026),Efficient Nuclear Licensing Hearings Act,"Griffith, H. Morgan [Rep.-R-VA-9]",2025-09-23,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-23,12,environment,"['S001216', 'V000131', 'B001316', 'H001086', 'B001322', 'C001103', 'B001306', 'W000804', 'C000059', 'G000600', 'B000740', 'H001101']"
2385,H.R. 5548,https://www.congress.gov/bill/119th-congress/house-bill/5548,119th Congress (2025-2026),Fraud Accountability and Recovery Act,"Finstad, Brad [Rep.-R-MN-1]",2025-09-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2025-09-23,9,public_safety,"['F000470', 'T000490', 'S001212', 'B001309', 'H001099', 'D000032', 'B000825', 'M000194', 'B001321', 'B001295', 'F000246']"
2386,H.R. 5547,https://www.congress.gov/bill/119th-congress/house-bill/5547,119th Congress (2025-2026),"To amend the Elementary and Secondary Education Act of 1965 to provide for additional activities, resources, and data collection with respect to English learners, and for other purposes.","Espaillat, Adriano [Rep.-D-NY-13]",2025-09-23,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-23,0,education,[]
2387,H.R. 5546,https://www.congress.gov/bill/119th-congress/house-bill/5546,119th Congress (2025-2026),Combating Hate Across Campus Act,"Espaillat, Adriano [Rep.-D-NY-13]",2025-09-23,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-23,0,education,[]
2388,H.R. 5545,https://www.congress.gov/bill/119th-congress/house-bill/5545,119th Congress (2025-2026),Katie Meyer’s Law,"Brownley, Julia [Rep.-D-CA-26]",2025-09-23,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-23,11,Other,"['T000488', 'L000397', 'P000597', 'D000624', 'N000147', 'F000483', 'C001080', 'C001112', 'S001218', 'G000606', 'T000472']"
